is_spam,text
1,hi  get flat  off at mebayin using pockets wallet use code pocketsp by may and save up to rs tnc download pockets at icicibankcomgetpockets
1,HI PANIMALAR ENGINEERING COLLEGE MANAGEMENT QUOTA ADMISSIONS ARE OPENED AVAILABLE DEPT ARE CSE AI IT ECE MECH Etc. FOR ADMISSION Call SATHYA-7200683781
0,Eek. It's been warm here for weeks now. I don't think its gonna get cold here again.
1,get bsnl free sim on new prepaid connection offer valid up to rush to nearest cscretailers
1,thank you for shopping with us youve just earned  points in the upper crest you now have a total of  points in your account
0,hmm i reach home le.. come back train faster
0,cross your fingers
0,"Gdmrn machan,r u free dsdys?hv 2 finsh d prjct,il cl u,tc bs"
0,Yea thanks JJ! Cya lec tmr.
1,Dear Customer Your SBI YONO account have suspend today please update your PAN Card now via link http://fdghjtf online.preview-domain.com/
1,wonderful win rs shopping voucher in a week score  more points for a chance to win call   rsans  play win  lakhs goldtnc
1,You have just be give XXX Eur gift card to redeem click here http://pawthings.com .au eir.ie
0,Ha ha ha! Presents either are left on your bed or say EAT ME.
0,Wow u all so hardworking...u all camping tonite...
1,your order ab of fidato travel bag combo of  is received check out our website for more exciting offers wwwaskmebazaarcom buyer support  download askme app today  click httpgooglzrso to avail fantastic offersspecial offer just for you avail  off on all your grocery needs use coupon flat on wwwaskmegrocerycom
0,No message..no responce..what happend?
1,tokri sale is back  get  flat off max upto rs  using coupon save  valid during  apr shop now  click googlkpyn tokri cares 
1,"Your Paytm amount Rs 34,939 be credit to XXXXXXXXXX Register now t├â┬ír.in/21j465"
1,gurpreetk  sent you a sticker    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free
0,but i still live in F-10/1
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
0,Da sardines ├╝ used like put very long oredi izzit...
0,I'm going to try convince my dad to buy me a dslr:D
0,"Hey, my hp low batt, i don't want to waste. Haha. Btw, u all know howto go over to king albert hotel directly? Becoz shuling on cab andgoing over directly so i asked her to call u when she reached so u allcan meet there str away while i wait for laura."
1,dear bittu   below are the quotes for iphone s gb space grey  jd guarantee offer   price rs  free delivery  within  working hours to buy click httpjsdlinjdghuiupx   amazon price rs  to buy click httpjsdlinazhuiupx   flipkart price rs  to buy click httpjsdlinfpkhuiupx   snapdeal price rs  to buy click httpjsdlinsdhuiupx   com com electronics   rajouri garden price rs  freebie emi at  interest   downpayment to buy click httpjsdlinbnhuiupx or call    sodhi communication   karol bagh price rs  to buy click httpjsdlinbnbliovw or call    r s two three two pvt ltd   naraina vihar price rs free delivery  same day to buy click httpjsdlinbndyrarm or call    hi tec fone centre   paschim vihar price rs free delivery  within  hour  freebie temper glass to buy click httpjsdlinbnuqlucr or call    orange cellular shoppe   taimoor nagarfriends colony east price rs free delivery  within  hour to buy click httpjsdlinbntgwlwm or call    gadgets world   karkardooma price rs plus rs  delivery charges  withindays to buy click httpjsdlinbnrhaiwl or call    munjal store   jhilmil colony price rs no delivery   freebie screenguard  back cover to buy click httpjsdlinbnloouyw or call   tc apply
0,welcome= i'll sms u when back
0,Sry aunty. For being so dum dum yesterday.:-P . How are u ?
1,our branches are operational till  pm tomorrow to accept renewal premium do visit our branch to pay premium rs  for your icici pru policy  or pay online at wwwiprucoaumaewx  ignore if paid
1,cetpa offering training in autocad catia proecreo soildworks ansys staadp and get  discount valid till  novembercall 
1,Block Today Please click here the link http://XXXX
1,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
0,Can sure all the best for ur test!
0,What labs are offering Covid testing these days? Is there any from govt side ?
0,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS ?? FUCKINNICE!SELFISH
1,valentines special buy gifts of rs or more using airtel money on shopclues  get rs off coupon code scairt tc apply click wwwairtelinmoney
0,Yup cool. Saw the email :-)
1,We have recently notice an overcharge on your account Due to the billing error we have issue you a refund of 126.97 via INTERAC e-Transfer To claim visit http://cutt.ly/cJx5J56
1,for the first time ever get flat  off on the occasion of gudi padwa shop now from d amor httpbitlydamorgemstonesjewellerycollection 
1,PARAMOUNT FLORAVILLE 2/3 BR DESIGNER APPARTMENTS @ Rs.31 Lac Onwards*ON NOIDA EXPRESSWAY*10 MINS DRIVE FROM ATTA MARKET*FOR BEST DEALS send YES @9990304016 
1,shop now  hurry   analog digitalchrono watches strtg   only httpysmrtlnkinfdmnrnff   women jeans   only httpysmrtlnkinultptits
1,your order ab of kids scooter is receivedcheck out our website for more exciting offers wwwaskmebazaarcom buyer support special offer just for you avail  off on all your grocery needs use coupon flat on wwwaskmegrocerycom
1,feeling hungry order your favourite food  tandoor ka zaika  avail  flat discount on all orders   lachha parantha free on   above call 
0,You were just with Chong hui is it?
0,"Sir, I am waiting for your mail."
1,Dear Member Complete your profile for Fabindia'sFabfamily program earn XX Bonus Points Click
1,grocery loot sale hurry pmpm only flat rs off also  extra  off on mobikwik coupon gt  time use minorderrs wwwaskmegrocerycom tc apply
0,If u can get up evryday and believe the future is better than the past  it can get u through a lot. The question is how to believe that when the person u truly deeply cared about isn't gonna be part of ur future...?? 
0,"""P.s. chris, I'm glad you didn't die. Seriously."""
1,Dear Tikona Customer we have receive your request for last bill detail You will receive it on your registered email id.Tikona plan change request be process Pls make payment of any pending bill or charge before due date Ignore if already pay Visit My Tikona App for detail
0,Hahas u still tinking bout it ar. When u come back we go find another kimberly
0,I see I see. But you gotta pick the nice shows like those I watch :))
0,Of course I remember. Maybe we can meet next week?
0,What is amphitheatre?
0,Hey enter from the further door..
0,Lol woah when are you so good to analyse if they are from where haha
0,Later we having teh 9pm at tamp if u r coming :)
0,ll wait for u at e station
1,"Investment Need Only 10,000 Rs Earn XXXX XXXX Rs Daily Profit In Stock Index Call Put Join http://t.me/ skytradepro"
1,Hi Jason it 's CVS Pharmacy PA be USER HELP for help or STOP to stop all SMS SMS term and condition cvs.com/text
1,Monday Jul XX ├ó┬Ç┬ó 3:57 PM WHNAWZD8YzXt Google be verify the phone of this device as part of setup Learn more http://goo.gl/LHCS9W Not send Tap to try again
0,Hi. We are going to play pool. May not be home so soon.
0,Huh so fast... Dat means u havent finished painting?
1,get azhar  baaghi one night stands top trending bollywood songs  videosclick httphngam to download for free
1,PLOTS AT JAIPUR Highway  111 SqYd Plot In Rs. 1.99 LACS. B.Amnt 40  000. Balance-24 Interest Free Installments.Rate Revising Soon.Orginal Booking Open-9999251675
0,Wa liew just now the lift show full load and stop at  <#>  floor siaso scary...
0,Da one in ur toilet... Da one in my toilet oso finish liao...
0,Please call me. Urgent.
1,dear customer  to avail prebook data  type getg  send to  toll free to enjoy  mb free data on your prebook offer
0,In 3 words i cn sum up  Evrythng i learnd abt lyf: it goes on..'' Evrythng i learnd abt luv: it doesn't last.. Evrthng i learnd abt ppl: dey change fast.. 
0,Sent b4 le. But not sure if u're refering to e same song. Haha.
0, <DECIMAL> % fnshd
0,Yup... Y so free? Not having lecture?
0,Outside the toilet at the bench with us
1,"Here are the famous Pakistani celebrity marriages that have not lasted longer! For details, click this free video link: http://l.jazzmobilemag.pk/q1ug66A/dfa6"
1,dear member  peterengland beat the heat with a visit to our storeflat  off on a buy of rs till mayvat extcodeaelbyp not valid in tnkerwbtcto opt out call 
0,Okay. I think i'll be online. Will send to u asap.
0,Same. Let the hunt being
1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls ??1/minMobsmoreLKPOBOX177HP51FL
1,IMPORTANT Your online have be suspend please reactivate by update your XXX online http://boi365servicesupport.com/
1,LIKNT A toll trip bill date 02/07/2022 be mark as unpaid Please settle up payment to avoid late fee http://currs28f.top
0,Oh.. I wud hav attended bt i was n call
0,"Got me leo and jason, u come my house first bah, haha"
0,cum fast baby waitng 
0,I'm definitely not staying at home like other then slping tmr.
0,"Hahaha ok ok! Ehh? They changed the motherboard, so I assume they didthat too?"
1,mgsford presummer ford service camp free car check up discounts up to  rs off on battery free wheel alignmentbalancing on tyre purchase  off on oil filter many more offers offer valid till th mar  call us at 
0,Let me know when you are free to chat or for a call.
0,Haha ooo i'm at dover haha super late:P ohh its okay lah! Have dinnerwith your family!
1,Dear customer your KOTK MHINDRA BANK A c will be close within XX hr 's Please complete your verification Please click on this link http://bit.ly/3jxhD8L
1,poore  extra data on telenor valid today  rs gb days mb extra  dial or recharge  download super telenor app   httpbitlylsmuzr
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
0, Remember the concert we went to last year? Best night ever!
1,get crore on retirement from lic  dual tax benefit invest rs pm risk cover upto  lac  contmr batra  hurry up offer valid for ltd period
0,In ThE c0oKiE oF LiFe  FriEnDs ArE tHe ChOcOLaTe ChiPs ThAt MaKe LiFe SwEeT  sUrPriSiNg & YuMmY..tHaNk u fOr BeiNg ThE YuMmY cHoCO cHiP oF mY LIFE.Good night:-) 
0,Haha oh oh right. So not dubai or whatever anymore?
1,Our record show that you be due for a routine eye exam Book your bulk bill eye exam at oscarwylee.com.au or call us XX XXXX XXXX Tip If you have a health fund you may be entitle to an optical rebate
1,dear dibhakar  rs cashback on your first payment made through tabcabcitrus wallet download tabcab mobile app now httpbitlyoszb tc apply
1,Your AIB online access be frozen due to abnormal action To recover visit protect-aib.com immediate action be require Now
1,NEED FUNDS ? Take LOAN AGAINST PROPERTY@11%(Resi/Comm).OD LMT(40 Lkhs-40 Crs.) BALANCE TRANSFER/TOP UP.SMSLOAN to 57333 or call at 45595488.ICICI HOME LOANS. 
1,CIMB BANK : Your bank ID is abnormal and will be locked. Please log in to www.clickacimb.xyz  to verify and rule out abnormal behavior 
0,Oh! Lol what the! it's really not raining here!! My dad my dad!!!!! LOL.
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since <#> before I was even born!
0,I reach le!
0,Neh. No want.
1,Citibank require you to provide valid and up to date personal information You must complete this below http://citibank.com.au rebolp.co/ token=auth
1,XX We be unable to process your late bill In order to avoid fee please update your payment information via http://02.uk.o2ref699.com/ o2=2
1,oh yes winters out  summers in  with our buy  get  free sale pick something you love today httplimeroadmepwvzb
0,Yupz... Juz went to e gym w fren bt she left first...
1,Make Australia Great Fast train for Sydney X hour to CBD from up to 300kms away Vote X United Australia Party Clive Palmer Auth http://bit.ly/ 2QjGAUM
0,Well good night and sweet dreams babe
1,Enjoy your Eid with Cambridge! Now offering FLAT 20% OFF at all your favourite articles! Exclusively ONLINE. Shop now at www.thecambridgeshop.com
1,dear mr mittal   download justdial app and win an ipad  httpjsdlinapps  click here to see contact details of magotra general  store  httpjsdlinfrjxcv  magotra general  store    rehari  magotra general  store  jammu ho  jammu    read terms of contest httpjsdlinmobiletccontest
0,7pm. Btw the keys is now with who eh?
1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
1,rs   winning amount on your ticketgoose ticket and you also get to own a t cricket team buy players  sell player  train players  even fire players play league matches  challenge matches  grow fans  build stadiums  and go on to build a successful franchisee you get  free t cricket matches for your current ticketgoose pnr prizes on your team winning and even on losing respectably three ticketgoose customers qualify for daily bumper prizes worth rs  each wonder how as a ticketgoose customer click httphitwicketcomtgpnrtgkmlnze to own your own t cricket team  and start winning tc apply
0,Wtf they nvr call u up?
1,Dear Absa Client Your Absa account have be block due to lack of security validation Tap http://bit.ly/2kmnDao To restore your Absa account now
1,Congrats In our monthly draw you take third place Check what you win http://qfnst.com/878
0,Yay!! Good boy just eaten
1,your gift voucher redeemed successfully now your total points are  
1,Dear customer your ATM card Has Been Blocked By State Bank Due To Non-Verification Yet If you Want To Keep Using Your ATM CARD Contact Us XXXXXXXXXXX
0,hey ppl... remember tonite we meetin 7pm at ps lips cafe.. cya.. dun put aeroplane hor.. 
0,"We confirm tomw, let shuhui confirm if we meeting e rest 4 dinner first. So late u still haven sleep. Nitez."
0,So gd... Thk i din get in cos haven heard any news frm em... They sent u an email izit...
1,swiss brands handcrafted pieces fine watches feat rolex omega flat  off a collection of fine timepieces worth the investment httpwwwchrontoncom
1,happy hour sale is on pm only  get flat  off on sunglasses use code sun tnc apply visit wwwlenskartcomsunsale optout sms lens to 
0,Oooo. Aiyo. Icic. Any idea roughly how much ah? Is it buy one time can le? No need to pay for every year!
1,Thanks for your response we will unsubscribe from the communication from Kotak XXX
1,the first step towards your digital health jour ney Here be your ABHA XX-XXXX-XXXX-XXXX Click here https //
0,I rushing there to slp 1st lols!
0,Kindly ask him to drop me a text on my cell no or WhatsApp in case I didn┬Æt respond
0,If i won't know u who else will:-D:-):-):-) 
1,"Oops Transaction Failed You do not authorize the payment from your Mobile Phone by enter the X digit Easypaisa Account PIN Merchant Hum Mart Pvt Itd PKR 2,099.00 Order ID XXXXXXXXXX"
0,What are u doing
1,get  off on sunday brunches at select restaurants with dining delights  only on axis bank cards visit diningdelightsinsundaybrunch to know more tc apply
1,Good News Your Free Account be Generated with KARVY Check Now ses.1 on.in/ ewXPZ
1,Dear paytm customer we will hold your paytm amount after sometime complete your paytm kyc PAYTM office ph XXXXXXXXXX call immediately thanks
0,LG slp le. Tml we  <#> th meet? I call u up. Muacks. Love u lots
1,X of X FRM epaulet-k305kcq USER ron.com SUBJ Alert-id XXXXX from CITIBANK MSG Valuable customer we have notice unusual activity on your Co n't X of X debit-card Please call XXX XXX XXXX for verification
1,The history of Television is short but exciting one! Click the link to know more interesting facts about TV: http://l.jazzmobilemag.pk/QFZC4n9/17fa
1,Your SBI A/C will be block today.update your PANCARD for KYC verify your account login NetBanking KYC upload Click here ekyc-sbi-update.co.in
0,Hee. Sweetheart I on the way to bus stop.. muackss
1,lose weight naturally without any side effects or any scary diets  safe to get a healthy body for life just give a miscall on 
1,ATM Block Dear customer your ATM CARD hasb be├â┬¿n block due to BVN upgrade of the year quickly call XXXXXXXXXXX to re activate within 24hours 7:49 be D
0,"Hey ladies, tonight we will be watching ""I am Number 4"" at cine 9pm.See ya then. :)"
0,u there already ? wait a while more. traffic jam
1,Remember switch to Auto General get X decade of experience plus 24/7 roadside assist YES quote STOP opt out Ts Cs online Ins FSP
1,Your parcel from SH Online Ltd be due on Saturday XX June XXXX Not go to be in Track it at http://ryml.me/ PM443181836GB 8U736p4a GI
0,"Oh... oh jeez... that is bad. If it makes you feel better, mine isn'tbecause I was still using it when I was like  <#> ... ugh"
1,ebay.com.au Trent Save XX right now http://ebay.onelink.me/ TAsm 1ff89477 Ends 24/5 Max disc XXX T Cs apply http://bit.ly/2wg8MhU.SMS STOP to XXXXXXXXXX
0,"dude, we both will beat him together!"
0,"Thanks for your email, I received it. Can I confirm the rate is SIBOR3m + . <#>  all the way through the loan? Both packages you sent onMonday quote a different rate."
0,But I reaching at  <DECIMAL> !
0,Thanks dude
1,payback  cignattk partner to bring to you health insurance solutions get rs  lac health cover  less than rs  per day sms pbh to  tc apply
1,dear peter england member  rush buyget free ends tomorrow st dec now  off on winter wear  select suitscodesyrznot valid in rajasthantcto opt out call 
1,ist time in india history  mahila samridhi housing scheme for women booking amt only and get  bhk flat noida ext const full swing  cal 
0,hmm i want to hear everything about ur iim experience  iim is such a big thing 
1,in peaksummer get full body massage  tuscany spa pitampura luxury rooms imported cool oils trained therapists call  
0,Haha ^^ that's very sweet^^ hmm you came out of church le? Ooo Sundaysch end so late? I've never gone so idk :P haha so playful!! Our kidswill like think we're so immature hahaha!
0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
1,"This Cheese Egg Sandwich recipe is quick and delicious! For ingredients, tap the free video link: http://l.jazzmobilemag.pk/VMe0OA4/25e5"
0,That's why I claim like two friends and force them to be my friend forever!
0,Alright. Martinez right?
0,Oh so touchie~~~ then for that I shall eat supper~~~ lol... thensince pei me eat lunch le also pei me eat dinner =p... Oic so u stillgot enuff to go for 6 lesson lah lol
1,enjoy x additional rewards on all retail fashion spends with your card sms retailfs to  to register for the offer valid till  feb  terms apply
0,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
0,Hahaha if I dont get silver now means I gotta serve additional 2 months.
0,T.T why!
1,symphony diet litre tower air cooler with ice chamber  wheels   only to order call   get extra rs  off code  hurry
0,Haha nope to work.
1,Apple Your Apple Pay have be suspend due to suspiciousactivity please visit http://reactivate-wallet-id.com/ for more
1,satyapaullucknow celebrating one year anniversaryavail flat  off on purchase of rs or aboveoffer valid todaytomorrowfordetails
1,reduce uptokgs uptoinchs in mins nodiet nopain noexe nosideeff free consult flatoff worth treat freely day with emi contpooja 
1,now recharge your number x on the go just download my tata docomo app  experience world class self service on your smartphone click httpgooglw
0,"Hi darlin', how was work? Did you get into trouble? I just talked to your mom all morning! I had a really good time last night. I'm going out soon, but call me if you can."
1,Congratulations! You've won a $1000 gift card. Claim now: bit.ly/12345
1,use your leisure time to create your own stocks watchlist download and create watchlist on hdfc sec mobile trading app click httpgooglfrwlg to download
1,revive your policy no get  waiver on reinstatement fee scheme valid till  click httpgooglokqsm or visit branch tc applyhdfc life
0,Finished class where are you.
1,idea postpaid  no for sale if want call at 
1,world of titan wishes you happy vishuget uptooff on nebulak gold watchesfree giftslatest collection in store nowpattommgroad
0," Hey, you're the best! Thanks for being there."
1,win mobile recharges by setting a callertune participate in callertune mega watt challenge  win prizesfrom car to daily recharges sms win to 
0,Woot.haloo.wats xr nus account password ah.lol.
1,your order ab of varanga blue  red net brasso  is received check out our website for more exciting offers wwwaskmebazaarcom buyer support  special offer just for you avail  off on all your grocery needs use coupon flat on wwwaskmegrocerycom
0,I'll be at mu in like  <#>  seconds
0,"Awesome!! And yes, that makes sense.. he is already running a sidebusiness of sorts with the students"
0,I got direct bus from my place
0,i tot we are meeting at 3? now changed to 4 already? ugh.
0,"Nah I don't think he goes to dhamakaa, he lives around here though"
0,scene on hai 
1,this summer  lose weight naturally get my diet by anjali mukerjee no machines no exercise for st free consultation send sms anjali to 
0," Omg, ur dog is so cute!"
1,"Moaziz sarif, aap Jazz Mobile Magazine ky liye Rs.1.20+tax/day charge ho rahay hain. Service ko khatam kernay kay liye UNSUB likh kar 7660 per sms bhejain"
1,"LINKT: Your account, failed to recharged automatically, please verify your information to prevent access from being blocked. Visit: http://"
0,Ooo okay thanks! (:
1,be get  bhk at upto  discount kismat calling offer hindon green valley cloud  indrapuram  corporation bank loan  by rishabh group call 
1,cook healthy n easy with in maharaja juicermixergrinder just  get extra rs  off coupon  limited stocks hurry call  now
1,congratulations you are eligible for ebays yearend flash sale your code for sandisk gb pen drive will be sent to you  am be ready limited stocks
1,snap up our special saturday offer flat rs cashback on purchase of rs and above click httpgoogllokmq to start shopping toss tc apply
1, lac secs free recharge today with rs and get  locstd loc ttaddl  loc tt secs for daysrc or dial  more offers dial 
0,Haha yeah and jj. Just meeting only.
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
1,We care about your safety and that of our employee As a safety measure we 've reduce staff at our centre We encourage you to use the app airtel.in/5/app
1,olxarjun buy  sell on the go download the olx app and experience buying  selling on a whole new level download now  uolxcominf
0,Vet! Wad offer?!  engineerin wil need maths ├▒ phy. Revise english lo-cos sure got tis subject.haha-
0,"Tml I'll be in sch till abt 4pm. But everyday transport ur nds ard onbike I think not v gd on the gadget la. Heat n vibration, n I'mtravelling to n fro promenade quite a bit. Thur u want eat korean bbqor not?"
0,Thanks for the help da ge
0,"Haha yeah not impt so long time later! Dun need lah haha you alreadysuper nice to me le! Haha pig! Haha after pe I'll continue doingTioman report, then send and sleep a little before dinner! v^^"
1,You have an incoming shipment Please Confirm the settlement 2.99 EUR to get your delivery in 48h http://bit.ly/34Yplfo
1,weekend mobile bumper offer  win samsung galaxy s mobile or  get your  money back in shopping offers to get details dial  toll free
1, download morethan  fullsongs using gb free g data on upgrade to high capacity sim no documents required visit any retail store for more details
0,Ohh that was dinner ah. I am not even halfway thru the first episode.It's going fine though.
0,can we all take a pic together tomorrow please mom wants one framed please please ill ask navin to click  cc abhinav  nimit  deepak  henna  harshita  utkalika
0,Mayb u seen better night scenery out of spore t why u dont find it nice here
0,Ok i thk i got it. Then u wan me 2 come now or wat?
1, padathin dialer toneku call  free win ac  call  free mobile phone    rs only  call   pmin
0,Oh lol... when u returning arh?
0,Lol just saw MSN.Thurs how ah got hu.
1,We Services Pest Control AC Fridge Wash Machine Water Purifier Microwave HOB/Chimney LED/LCD Call XXXXXXXXXX
0,I hav 1 u hav 1 ur mom uses ur dad's 1 n ur aunty uses ur uncle's 1 a married lady wud aquire one buh a divorced lady wud lose 1 arnold schwarzenegger has a longer one madonna duznt hav 1 the chinese usualy hav shorter 1s sumtyms indians hav long 1s wat is it? ur surname! Buh i lyk the way u fink 
1,etta car  rs  lakh gold with free talktime recharges to play and win just call  tollfreecallertune dial tollfree
0,Haha it's always like this. You should board your bus at bk.
1,full body massage  shower starting from rs  only on moneysaverzcom   visit moneysaverzcom to get voucher for queries   
0,"dardar, i taking one rnd, meeting my sis at sunshine place. dun worry k. lv u!"
1,You receive Rs XXX voucher by Itminaan Biryani Dum Pukht slow cook Code DUM21 BR738 Redeem ONLY on Itminaan App urlzs.com/4PkZd
0,You can come over with cally :D
0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
1,please download vmobile app httpsgooglzsxuc  activate mob bkg using mpinfor new mpin sms to  type actspacelast  digits of ac no vijayabk
0,s wat he told me. Ok lor...
0,I belong to that category? Haha probably. People like you on earthmakes others feel uninterested. HAHAHAHA
0,Please check your email when you are free. Thanks Roshal.
0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
0,Hello where are you now revathi pls i need the diary. Can you take that today and ill come to office:-).
0,Hahaha you very efficient eh lol.
0,Yes it was
0,"No problem, will pass u the money for the curry puff tmr along with the fees"
0,So yei yei! Hee. Then I feed u using the aeroplane style. :p
1,dear customer  the voucher number for checknshop  is cnsaircel  avail discount of rs  across the website  kindly log on to wwwchecknshopcom to avail this offer  the offer cannot be clubbed along with any other offer  the offer is valid till th july     for more details call   enjoy the deal 
1,vikashk  sent you a sticker    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free
1,meet reps from top uk universities  get spot offers  scholarships visit with docs on nd april sat  pmidp delhi intl trade tower nehru place
0,Pretty sure its 1st n 2nd.
1,summer store is here products under rs get patanjali products  deodrants  talc  green tea etc shop on pluss app now mdealcotmjuwmdawotg
1,DEAR WINNER YOUR WHATS APP NO HAS WON RS X CRORE XX LAKH IN THE WHATSAPP GLOBAL AWARD 2019.FOR CLAIM SEND NAME ADD MOB NO OCCUPATN AGE TO EMAIL
0,"Haha oh I was only referring to sc for that last part! Haha can'tchange le coz book tickets le >< they told me only after they book, soI was quite sian haha.. I told them I cannot go so long le they stillwant so :/ what's et? Haha bet is it? Haha no la not really, we alljust chat with each other that's all, only nelia take care of me de!Oh and she's adopted! Haha aft exams:DD"
1,hi   how long will you wait for love connect with single professionals looking for a life partner download woo app  httpsgooglukmhbv
1,Hi Shreya here I 'm an educational counselor Are you plan for your MBA along with your job
0,No la chinese haha. Eaten?
1,AT T Free Msg Tired of unwanted call Download AT T Call Protect a FREE app that warn you about suspect spam and telemarketing call and let you block the call you do n't want Go to www.att.com/ securitycallprotect to learn more
1,YOUR MOBILE NUMBER HAVE BEEN AWARDED 4.65 CRORE FROM SAMSUNG COMPANY PROMO TO RECEIVE SEND NAME ADDS AGE MOBILE REPLY TO samsunguk2017uk outl ook.com 16:07
0,Write urself lor. Or u employ me write 4 u hee... Ur project need gui? Try search e net think should b able 2 find...
1,V.V.INPEX (P) LTD JOB OPPORTUNITY Full Time 16000 Part Time 12000 Sunday 8000. 8th to all Degree. Age 18 above. No Marketing  N0 Sales  No Insurance Inter
1,XX We be unable to process your late payment In order to avoid fee please update your information via http://02.uk.my5gac2.com 02=2
1,save  of your brokerage by trading from our mobile app valid till th feb download now  httpbitlylihr tnc apply  regards  mosl
0,take it easyeveryz tryingdownloading error aa raha hai
1,Payu Payments Pvt Ltd have request money from you on PhonePe Rs.2000 will be debit from your account on approve the request http://phon.pe/vko0p2oa
1,special offer get local vodafone calls at pmin for rs  for  days recharge for rs or dial  to activate this offer
0,Hee yeah. Eating instsnt noodle. Den read abit more slp le.
1,dont miss the lifestyle sale flat  off on  jan  lifestyle bangalore flat get  cashback on hdfc stanchart cardsoffer on select brandsstylestc
1,"Knowing how to clean patio cushions will add years to their life! For details, click the free video link: http://p.jazzmobilemag.pk/UQFaBg1/deab"
0,Xin wang cafe (behind starbucks at coronation plaza)
1,happy birthday ravi get extra  cashback on next star restaurant checkin or spasalon booking use code salu enjoy  httpbitlyrzunu
0,Lol i thought you wanna get your gun first.
1,You be just a step away from get an instant ICICI Bank Credit Card Generate your Credit Card by use Debit Card credential at http://oapnext.icicibank.com asset portal all CustomerLogin APPID ADP02864518 T C apply This message be send from an unknown number
1,make this holi thoda aur stylish get flat  off on fashion apparels using big bazaar exchange coupons  get  additional discount when you shop in buffalo  lee cooper till th march only at a big bazaar or fbb near you use coupontc
1,peprico is here to rock at lanterns finally visit lanterns kitchen tonight at  pm get  off on food for couples reservations available at 
1,last day offer mb internet free on first my vodafone app download httpgooglvnaxor check usage  pay bill  get best offersmb activated in hours day validity
0,Okay then... ├╝ free at 4? I need to pass you photos
0,Gd mrnn. Don wory will pray 4 u. Get well soon. Tc.
0,You still around? I could use a half-8th
1,You have enter data to a website that give access to your personal information Check the website you last visit here ghor3.com/ skdOnl2sOX
0,You guys still looking for a roommate?
0,"He was busy last week, couldn't meet"
0,5pm.lesson start already. Talk to u later:-)
1,dial  and enjoy local mobile calls  psec for days special offer just for you from vodafone
1,low balance get  full talk time on recharge of rs hurry recharge rs  todayoffer valid only for  days
0,Haha why not! :D wahhs will he let? Only 2 days in leh! Offer to doone more day aft this month if he really unwilling if you want!
0,Shuhui not free lah.. So where r u eating?
1,happy birthday get flat  off extra in ur bday month at brand factory  also earn payback points show code  valid till  apr  tnc
1,DVLA Due to recent calculation you overpay us by 203.07 Please follow the link below to process your repayment http://dvla.refund-form347 .com c X
1,Navratri Special Discount on instant Skin Glow Treatments Hollywood Peel Laser PRP Packages Last X day Call XXXXXXXXXXXXX www.sakhiyaskinclinic.com
0,"Dear, light the mosquito coil and leave it burining overnite in the living room."
1,Dear SBI user your SBI YONO Account will be block today.Please click here link update your PAN CARD Number Thank you https //0e5fc53773b7 .ngrok.io/sbibank/
1,last chance to redeem your big bazaar xchange coupons  ezone get  off on home electronics till th april only visit ushurrytnc apply
1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
1,the big summer meltdown  cashback for paytm wallet users unbelievable prices to kick off the seasonshop on limeroad app now mdealcotndcodywotc
0,LOL HOW CAN YOU EXPECT STH THAT IS LIT TO NOT BLOW! How's thatpossible hahaha!!
1,"Dear Farmer Your e-KYC is pending. Please complete your e-KYC immediately from your nearest CSC to avail the benefit under the PM KISAN scheme. For more information, please visit the PM KISAN Portal - https://pmkisan.gov.in/."
1,to download the axis bank mobile app  visit httpmaxisbankcomdownload iphone and android users can download it directly from app store good day
0,u so naughty!!!! dun sleep so late hor. hug you tight tight. comejoin me in dreamland soon!!hee
